case_id,rank,query_concept,support_concept,query_mapped,support_mapped,crg_weight,item_prior,seq_prior,source,is_self
CRG01_row12124,1,C12,C69,12,68,0.4551074802875519,0.4545454680919647,0.01862483099102974,item+seq,0
CRG01_row12124,1,C12,C14,12,14,0.412467360496521,0.4545454680919647,0.04203973710536957,item+seq,0
CRG01_row12124,1,C12,C37,12,36,0.08242473006248474,0.09090909361839294,0.02555905655026436,item+seq,0
CRG01_row12124,1,C12,C12,12,12,0.05000000074505806,0.0,0.0,self,1
CRG01_row12124,1,C12,C58,12,57,1.0047735088392074e-07,0.0,0.07185102999210358,seq,0
CRG01_row12124,1,C12,C7,12,7,6.363470816950212e-08,0.0,0.03033112734556198,seq,0
CRG01_row12124,1,C12,C39,12,38,3.423449612682816e-08,0.0,0.013382441364228725,seq,0
CRG01_row12124,1,C12,C13,12,13,3.409973814427758e-08,0.0,0.02272035740315914,seq,0
CRG02_row36680,2,C63,C21,62,20,0.3818850517272949,0.13513512909412384,0.0826672688126564,item+seq,0
CRG02_row36680,2,C63,C14,62,14,0.29677608609199524,0.1621621549129486,0.04418327286839485,item+seq,0
CRG02_row36680,2,C63,C11,62,11,0.05828357860445976,0.027027025818824768,0.020102985203266144,item+seq,0
CRG02_row36680,2,C63,C4,62,4,0.05742579698562622,0.054054051637649536,0.02225245162844658,item+seq,0
CRG02_row36680,2,C63,C63,62,62,0.05000000074505806,0.0,0.0,self,1
CRG02_row36680,2,C63,C30,62,29,0.03176221251487732,0.054054051637649536,0.009833567775785923,item+seq,0
CRG02_row36680,2,C63,C47,62,46,0.02919832244515419,0.10810810327529907,0.013532542623579502,item+seq,0
CRG02_row36680,2,C63,C25,62,24,0.023921804502606392,0.027027025818824768,0.014562464319169521,item+seq,0
CRG03_row68359,3,C24,C7,23,7,0.29104021191596985,0.1538461595773697,0.01675722375512123,item+seq,0
CRG03_row68359,3,C24,C10,23,10,0.25976401567459106,0.3076923191547394,0.01742035523056984,item+seq,0
CRG03_row68359,3,C24,C25,23,24,0.12815287709236145,0.07692307978868484,0.01665390655398369,item+seq,0
CRG03_row68359,3,C24,C2,23,2,0.10326822102069855,0.07692307978868484,0.019082702696323395,item+seq,0
CRG03_row68359,3,C24,C37,23,36,0.06665381789207458,0.07692307978868484,0.02366243116557598,item+seq,0
CRG03_row68359,3,C24,C45,23,44,0.05702297389507294,0.07692307978868484,0.015582430176436901,item+seq,0
CRG03_row68359,3,C24,C24,23,23,0.05000000074505806,0.0,0.0,self,1
CRG03_row68359,3,C24,C30,23,29,0.039663251489400864,0.1538461595773697,0.0052240570075809956,item+seq,0
CRG03_row68359,3,C31,C33,30,32,0.44404107332229614,0.1666666716337204,0.03791555017232895,item+seq,0
CRG03_row68359,3,C31,C66,30,65,0.3326481878757477,0.1666666716337204,0.013041025027632713,item+seq,0
CRG03_row68359,3,C31,C11,30,11,0.12411569058895111,0.1666666716337204,0.02033757045865059,item+seq,0
CRG03_row68359,3,C31,C31,30,30,0.05000000074505806,0.0,0.0,self,1
CRG03_row68359,3,C31,C37,30,36,0.03638071566820145,0.1666666716337204,0.027062248438596725,item+seq,0
CRG03_row68359,3,C31,C75,30,74,0.008157653734087944,0.1666666716337204,0.0029233184177428484,item+seq,0
CRG03_row68359,3,C31,C24,30,23,0.004656327422708273,0.1666666716337204,0.0022755851969122887,item+seq,0
CRG03_row68359,3,C31,C14,30,14,1.106297773389997e-07,0.0,0.04720123112201691,seq,0
