dataset,variant,source_variant,pairs,weight_sum,hit@5,hit@10,ndcg@10,mrr,train_only_crg_check_passed
assist_15,fused_CRG,A_fused_prior,124121,81961.67,0.3849833708854395,0.5327036406164004,0.3258971287917722,0.2826754509686495,True
assist_15,item_only,A_item_only,124121,81961.67,0.027057769808741,0.1106824690126494,0.0414821301926762,0.0421102785519377,True
assist_15,seq_only,A_seq_only,124121,81961.67,0.3849833708854395,0.5327036406164004,0.3258971287917722,0.2826754509686495,True
assist_15,support_uniform,A_support_uniform,124121,81961.67,0.0683545125422651,0.1453198794021644,0.0597203484017056,0.0602851254719165,True
assist_15,degree_random,A_degree_random,124121,81961.67,0.0447342031952252,0.1101167167530871,0.0427971447174832,0.0440980197838723,True
assist_15,random,A_uniform_offdiag,124121,81961.67,0.0283541074748721,0.112383752063617,0.0422264960024865,0.042605685362799,True
assist_15,self_only,A_self_only,124121,81961.67,0.023733288987401,0.0946979240418112,0.0334588305238529,0.0369356971088792,True
