variant,pairs,weight_sum,mrr,hit@5,ndcg@5,hit@10,ndcg@10
A_fused_prior,124121,81961.67,0.28267545096864954,0.3849833708854395,0.27817537767843503,0.5327036406164004,0.3258971287917722
A_item_only,124121,81961.67,0.042110278551937705,0.027057769808741083,0.014589232864313332,0.11068246901264944,0.04148213019267621
A_seq_only,124121,81961.67,0.28267545096864954,0.3849833708854395,0.27817537767843503,0.5327036406164004,0.3258971287917722
A_support_uniform,124121,81961.67,0.06028512547191652,0.06835451254226517,0.03497532970890034,0.14531987940216443,0.05972034840170565
A_degree_random,124121,81961.67,0.044098019783872344,0.044734203195225274,0.021920320714475815,0.11011671675308715,0.0427971447174832
A_uniform_offdiag,124121,81961.67,0.042605685362799,0.0283541074748721,0.01518364566601453,0.11238375206361706,0.0422264960024865
A_self_only,124121,81961.67,0.03693569710887925,0.023733288987401065,0.010717649250004846,0.09469792404181124,0.03345883052385299
