run_id,variant,test_auc,test_acc,test_rmse,best_val_auc,model_epoch,personal_mastery_prior_scale,personal_recent_mastery_prior_scale,personal_query_correction_scale,personal_query_correction_max_ratio,personal_query_message_gain,checkpoint_dir,log_dir
assist17_recent_e_20260508_104744,recent025_m055_qstrong,0.7868486071059024,0.717671270110405,0.43111929199639715,0.7853785415435501,7,0.55,0.25,0.28,0.24,1.0,/home/zsh/ConceptSkillCDM/checkpoints/assist17_recent_e_20260508_104744/recent025_m055_qstrong,/home/zsh/ConceptSkillCDM/logs/assist17_recent_e_20260508_104744/recent025_m055_qstrong
assist17_recent_e_20260508_104744,recent055_m055_qstrong,0.78614623214964,0.7160533775125872,0.43151714494849003,0.7845562440300566,6,0.55,0.55,0.28,0.24,1.0,/home/zsh/ConceptSkillCDM/checkpoints/assist17_recent_e_20260508_104744/recent055_m055_qstrong,/home/zsh/ConceptSkillCDM/logs/assist17_recent_e_20260508_104744/recent055_m055_qstrong
assist17_recent_e_20260508_104744,recent085_m055_qstrong,0.7854911552572863,0.7158851166824142,0.4318379502501823,0.7839541912756429,6,0.55,0.85,0.28,0.24,1.0,/home/zsh/ConceptSkillCDM/checkpoints/assist17_recent_e_20260508_104744/recent085_m055_qstrong,/home/zsh/ConceptSkillCDM/logs/assist17_recent_e_20260508_104744/recent085_m055_qstrong
assist17_recent_e_20260508_104744,recent120_m055_qstrong,0.784873979958165,0.7148755517013758,0.4321225357507935,0.7832363337595907,6,0.55,1.2,0.28,0.24,1.0,/home/zsh/ConceptSkillCDM/checkpoints/assist17_recent_e_20260508_104744/recent120_m055_qstrong,/home/zsh/ConceptSkillCDM/logs/assist17_recent_e_20260508_104744/recent120_m055_qstrong
