variant,pairs,weight_sum,mrr,hit@5,ndcg@5,hit@10,ndcg@10
A_fused_prior,29948,21901.34,0.4378247981643406,0.6812989524841859,0.47212982957104693,0.8761413685190038,0.5356397205820147
A_item_only,29948,21901.34,0.03738641519455511,0.012245826054478859,0.008460321816907495,0.022352056997425727,0.011598269558217987
A_seq_only,29948,21901.34,0.4378247981643406,0.6812989524841859,0.47212982957104693,0.8761413685190038,0.5356397205820147
A_support_uniform,29948,21901.34,0.06424626179927866,0.04335488148213762,0.02458275612292863,0.11218445994628636,0.04669650569933892
A_degree_random,29948,21901.34,0.04266341303918105,0.018288835295009343,0.010932521478770897,0.041090636463339686,0.017971179361764428
A_uniform_offdiag,29948,21901.34,0.03773922848060307,0.012245826054478859,0.008539453324302254,0.022774405584315843,0.011813194360693871
A_self_only,29948,21901.34,0.033911716814783256,0.011497926610883167,0.006159887928076999,0.021827888156615075,0.009373363763541205
