bucket,rows,auc,dataset,model_variant,seed
"[0,1)",2155,0.7477044468884231,nips34,full,42
"[1,3)",6002,0.7822846996020836,nips34,full,42
"[3,6)",16924,0.7873945975544515,nips34,full,42
"[6,inf)",112866,0.7898229476307262,nips34,full,42
all,137947,0.7885923343464993,nips34,full,42
