bucket,rows,auc,dataset,model_variant,seed
"[0,1)",2155,0.7456587675430405,nips34,full,42
"[1,3)",6002,0.7824858857761599,nips34,full,42
"[3,6)",16924,0.7917698512629643,nips34,full,42
"[6,inf)",112866,0.7904354001149617,nips34,full,42
all,137947,0.7896365492541051,nips34,full,42
