bucket,rows,auc,dataset,model_variant,seed
"[0,1)",23944,0.9379444778259779,moocradar,no_graph_calibration,42
"[1,3)",9618,0.9245891536475044,moocradar,no_graph_calibration,42
"[3,6)",3277,0.9041801539546932,moocradar,no_graph_calibration,42
"[6,inf)",1769,0.8680670851049471,moocradar,no_graph_calibration,42
all,38608,0.9302758403186999,moocradar,no_graph_calibration,42
