bucket,rows,auc,dataset,model_variant,seed
"[0,1)",9071,0.7814974416109185,xes3g5m,full,42
"[1,3)",8182,0.8018524470173243,xes3g5m,full,42
"[3,6)",3107,0.8085069328649666,xes3g5m,full,42
"[6,inf)",339,0.8292895358964789,xes3g5m,full,42
all,20699,0.7948554393119571,xes3g5m,full,42
