bucket,rows,auc,dataset,model_variant,seed
"[0,1)",2155,0.7449584293056103,nips34,no_graph_calibration,42
"[1,3)",6002,0.7827393736715696,nips34,no_graph_calibration,42
"[3,6)",16924,0.7907158058051196,nips34,no_graph_calibration,42
"[6,inf)",112866,0.7908686547481832,nips34,no_graph_calibration,42
all,137947,0.7898422946039465,nips34,no_graph_calibration,42
