bucket,rows,auc,dataset,model_variant,seed
"[0,1)",23944,0.9379422331446883,moocradar,no_graph_calibration,42
"[1,3)",9618,0.9242130599763378,moocradar,no_graph_calibration,42
"[3,6)",3277,0.9044039785808995,moocradar,no_graph_calibration,42
"[6,inf)",1769,0.8685597624350408,moocradar,no_graph_calibration,42
all,38608,0.930198810278275,moocradar,no_graph_calibration,42
