Timestamp,Dataset,Seed,Tag,Test_AUC,Test_ACC,Test_RMSE,Batch,DimEmb,DimSkill,LR,WeightDecay,Lambda_DAG,Lambda_Sparse,Lambda_HSIC,MinStu,MinExer,MinPoison,LowQuantile,HighQuantile,q_low,q_high,High_AUC,Med_AUC,Low_AUC,High_RMSE,Med_RMSE,Low_RMSE
2025-12-02 08:51:13,assist_09,888,assist_09_disentangled_full,0.7303410194724471,0.7068741893644618,0.4393999059041119,512,64,4,0.001,1e-05,0.5,0.01,0.1,10,10,10,0.33,0.67,0.5416666269302368,0.7272726893424988,0.6462471771924316,0.6539243069049022,0.6967393138893576,0.40453770200449257,0.4809136531668922,0.41245826610779684
