dataset,seed,grid_tag,variant,model_variant,test_auc,test_acc,test_rmse,best_val_auc,best_epoch,model_epoch,reg_bce_ratio,delta_over_irt,mf_abs_mean,residual_abs_mean,gate_mean,graph_entropy_ratio,alpha_std,status,exit_code,save_dir,log_dir,log_file,overrides_json
assist_09,42,s0p1_bm2,full,assist_09_m3grid_s0p1_bm2_full,0.769902788089194,0.736931245123599,0.42322401802808635,0.7664173354030251,17,17,0.8693,0.2458,1.0433,1.0433,0.3937,1.0,0.4401,ok,0,checkpoints/assist_09_m3grid/seed42/s0p1_bm2_full,logs/assist_09_m3grid/seed42/s0p1_bm2_full,logs/assist_09_m3grid/seed42/s0p1_bm2_full/train_20260211_032521.log,"{""ablate_module3"": false, ""ablate_skill_encoder"": false, ""ablate_soft_prototype"": true, ""batch_size"": 128, ""disable_q_aligned_residual"": false, ""disable_soft_prototype"": true, ""dropout"": 0.2, ""early_stop_patience"": 3, ""enable_soft_prototype"": false, ""epochs"": 30, ""exercise_dim"": 64, ""exercise_l2_lambda"": 5e-05, ""fusion_gate_bias_init"": -2.0, ""fusion_gate_max"": 0.4, ""knowledge_dim"": 64, ""lambda_alpha"": 0.01, ""lambda_proto_div"": 0.0, ""lambda_proto_usage"": 0.0, ""lambda_sparse"": 0.1, ""lambda_sparse_personal"": 0.005, ""learning_rate"": 0.0003, ""min_exer_interactions"": 0, ""min_poison_count"": 0, ""min_stu_interactions"": 15, ""model_variant"": ""gpd_base"", ""no_cuda"": false, ""num_gnn_layers"": 1, ""num_prototypes"": 0, ""num_relation_heads"": 2, ""num_workers"": 4, ""patience"": 5, ""proto_lambda"": 0.0, ""proto_tau"": 1.0, ""residual_clip_t"": 2.0, ""save_interval"": 10, ""seed"": 42, ""skill_dim"": 128, ""use_personal_graph"": true, ""use_soft_prototype_main_path"": false, ""weight_decay"": 1e-05}"
assist_09,42,s0p1_bm1p5,full,assist_09_m3grid_s0p1_bm1p5_full,0.7704403704692684,0.7371215437020685,0.42313679518551106,0.7664097874645199,17,17,0.8704,0.2437,1.0478,1.0478,0.3971,1.0,0.4144,ok,0,checkpoints/assist_09_m3grid/seed42/s0p1_bm1p5_full,logs/assist_09_m3grid/seed42/s0p1_bm1p5_full,logs/assist_09_m3grid/seed42/s0p1_bm1p5_full/train_20260211_032536.log,"{""ablate_module3"": false, ""ablate_skill_encoder"": false, ""ablate_soft_prototype"": true, ""batch_size"": 128, ""disable_q_aligned_residual"": false, ""disable_soft_prototype"": true, ""dropout"": 0.2, ""early_stop_patience"": 3, ""enable_soft_prototype"": false, ""epochs"": 30, ""exercise_dim"": 64, ""exercise_l2_lambda"": 5e-05, ""fusion_gate_bias_init"": -1.5, ""fusion_gate_max"": 0.4, ""knowledge_dim"": 64, ""lambda_alpha"": 0.01, ""lambda_proto_div"": 0.0, ""lambda_proto_usage"": 0.0, ""lambda_sparse"": 0.1, ""lambda_sparse_personal"": 0.005, ""learning_rate"": 0.0003, ""min_exer_interactions"": 0, ""min_poison_count"": 0, ""min_stu_interactions"": 15, ""model_variant"": ""gpd_base"", ""no_cuda"": false, ""num_gnn_layers"": 1, ""num_prototypes"": 0, ""num_relation_heads"": 2, ""num_workers"": 4, ""patience"": 5, ""proto_lambda"": 0.0, ""proto_tau"": 1.0, ""residual_clip_t"": 2.0, ""save_interval"": 10, ""seed"": 42, ""skill_dim"": 128, ""use_personal_graph"": true, ""use_soft_prototype_main_path"": false, ""weight_decay"": 1e-05}"
assist_09,42,s0p03_bm2,full,assist_09_m3grid_s0p03_bm2_full,0.7701370830114855,0.7364554986774249,0.423217265446104,0.7666399065030101,17,17,0.2597,0.2453,1.0448,1.0448,0.3944,1.0,0.3891,ok,0,checkpoints/assist_09_m3grid/seed42/s0p03_bm2_full,logs/assist_09_m3grid/seed42/s0p03_bm2_full,logs/assist_09_m3grid/seed42/s0p03_bm2_full/train_20260211_032536.log,"{""ablate_module3"": false, ""ablate_skill_encoder"": false, ""ablate_soft_prototype"": true, ""batch_size"": 128, ""disable_q_aligned_residual"": false, ""disable_soft_prototype"": true, ""dropout"": 0.2, ""early_stop_patience"": 3, ""enable_soft_prototype"": false, ""epochs"": 30, ""exercise_dim"": 64, ""exercise_l2_lambda"": 5e-05, ""fusion_gate_bias_init"": -2.0, ""fusion_gate_max"": 0.4, ""knowledge_dim"": 64, ""lambda_alpha"": 0.01, ""lambda_proto_div"": 0.0, ""lambda_proto_usage"": 0.0, ""lambda_sparse"": 0.03, ""lambda_sparse_personal"": 0.005, ""learning_rate"": 0.0003, ""min_exer_interactions"": 0, ""min_poison_count"": 0, ""min_stu_interactions"": 15, ""model_variant"": ""gpd_base"", ""no_cuda"": false, ""num_gnn_layers"": 1, ""num_prototypes"": 0, ""num_relation_heads"": 2, ""num_workers"": 4, ""patience"": 5, ""proto_lambda"": 0.0, ""proto_tau"": 1.0, ""residual_clip_t"": 2.0, ""save_interval"": 10, ""seed"": 42, ""skill_dim"": 128, ""use_personal_graph"": true, ""use_soft_prototype_main_path"": false, ""weight_decay"": 1e-05}"
assist_09,42,clip_1p5,no3,assist_09_m3grid_clip_1p5_no3,0.7593851711788079,0.7317551237892252,0.42790081978975164,0.7559855950226628,22,22,0.0001,0.0,0.0,0.0,0.0,0.0001,0.3397,ok,0,checkpoints/assist_09_m3grid/seed42/clip_1p5_no3,logs/assist_09_m3grid/seed42/clip_1p5_no3,logs/assist_09_m3grid/seed42/clip_1p5_no3/train_20260211_032336.log,"{""ablate_module3"": true, ""ablate_skill_encoder"": false, ""ablate_soft_prototype"": true, ""batch_size"": 128, ""disable_q_aligned_residual"": false, ""disable_soft_prototype"": true, ""dropout"": 0.2, ""early_stop_patience"": 3, ""enable_soft_prototype"": false, ""epochs"": 30, ""exercise_dim"": 64, ""exercise_l2_lambda"": 5e-05, ""fusion_gate_bias_init"": -2.5, ""fusion_gate_max"": 0.4, ""knowledge_dim"": 64, ""lambda_alpha"": 0.01, ""lambda_proto_div"": 0.0, ""lambda_proto_usage"": 0.0, ""lambda_sparse"": 1.0, ""lambda_sparse_personal"": 0.005, ""learning_rate"": 0.0003, ""min_exer_interactions"": 0, ""min_poison_count"": 0, ""min_stu_interactions"": 15, ""model_variant"": ""gpd_base"", ""no_cuda"": false, ""num_gnn_layers"": 1, ""num_prototypes"": 0, ""num_relation_heads"": 2, ""num_workers"": 4, ""patience"": 5, ""proto_lambda"": 0.0, ""proto_tau"": 1.0, ""residual_clip_t"": 1.5, ""save_interval"": 10, ""seed"": 42, ""skill_dim"": 128, ""use_personal_graph"": true, ""use_soft_prototype_main_path"": false, ""weight_decay"": 1e-05}"
assist_09,42,clip_2p5,no3,assist_09_m3grid_clip_2p5_no3,0.7593851711788079,0.7317551237892252,0.42790081978975164,0.7559855950226628,22,22,0.0001,0.0,0.0,0.0,0.0,0.0001,0.3397,ok,0,checkpoints/assist_09_m3grid/seed42/clip_2p5_no3,logs/assist_09_m3grid/seed42/clip_2p5_no3,logs/assist_09_m3grid/seed42/clip_2p5_no3/train_20260211_032336.log,"{""ablate_module3"": true, ""ablate_skill_encoder"": false, ""ablate_soft_prototype"": true, ""batch_size"": 128, ""disable_q_aligned_residual"": false, ""disable_soft_prototype"": true, ""dropout"": 0.2, ""early_stop_patience"": 3, ""enable_soft_prototype"": false, ""epochs"": 30, ""exercise_dim"": 64, ""exercise_l2_lambda"": 5e-05, ""fusion_gate_bias_init"": -2.5, ""fusion_gate_max"": 0.4, ""knowledge_dim"": 64, ""lambda_alpha"": 0.01, ""lambda_proto_div"": 0.0, ""lambda_proto_usage"": 0.0, ""lambda_sparse"": 1.0, ""lambda_sparse_personal"": 0.005, ""learning_rate"": 0.0003, ""min_exer_interactions"": 0, ""min_poison_count"": 0, ""min_stu_interactions"": 15, ""model_variant"": ""gpd_base"", ""no_cuda"": false, ""num_gnn_layers"": 1, ""num_prototypes"": 0, ""num_relation_heads"": 2, ""num_workers"": 4, ""patience"": 5, ""proto_lambda"": 0.0, ""proto_tau"": 1.0, ""residual_clip_t"": 2.5, ""save_interval"": 10, ""seed"": 42, ""skill_dim"": 128, ""use_personal_graph"": true, ""use_soft_prototype_main_path"": false, ""weight_decay"": 1e-05}"
assist_09,42,clip_3,no3,assist_09_m3grid_clip_3_no3,0.7593851711788079,0.7317551237892252,0.42790081978975164,0.7559855950226628,22,22,0.0001,0.0,0.0,0.0,0.0,0.0001,0.3397,ok,0,checkpoints/assist_09_m3grid/seed42/clip_3_no3,logs/assist_09_m3grid/seed42/clip_3_no3,logs/assist_09_m3grid/seed42/clip_3_no3/train_20260211_032351.log,"{""ablate_module3"": true, ""ablate_skill_encoder"": false, ""ablate_soft_prototype"": true, ""batch_size"": 128, ""disable_q_aligned_residual"": false, ""disable_soft_prototype"": true, ""dropout"": 0.2, ""early_stop_patience"": 3, ""enable_soft_prototype"": false, ""epochs"": 30, ""exercise_dim"": 64, ""exercise_l2_lambda"": 5e-05, ""fusion_gate_bias_init"": -2.5, ""fusion_gate_max"": 0.4, ""knowledge_dim"": 64, ""lambda_alpha"": 0.01, ""lambda_proto_div"": 0.0, ""lambda_proto_usage"": 0.0, ""lambda_sparse"": 1.0, ""lambda_sparse_personal"": 0.005, ""learning_rate"": 0.0003, ""min_exer_interactions"": 0, ""min_poison_count"": 0, ""min_stu_interactions"": 15, ""model_variant"": ""gpd_base"", ""no_cuda"": false, ""num_gnn_layers"": 1, ""num_prototypes"": 0, ""num_relation_heads"": 2, ""num_workers"": 4, ""patience"": 5, ""proto_lambda"": 0.0, ""proto_tau"": 1.0, ""residual_clip_t"": 3.0, ""save_interval"": 10, ""seed"": 42, ""skill_dim"": 128, ""use_personal_graph"": true, ""use_soft_prototype_main_path"": false, ""weight_decay"": 1e-05}"
assist_09,42,s0p03_bm2,no3,assist_09_m3grid_s0p03_bm2_no3,0.7594069452787553,0.7315648252107557,0.4276030019016859,0.7548745267724474,22,22,0.2561,0.0,0.0,0.0,0.0,1.0,0.4482,ok,0,checkpoints/assist_09_m3grid/seed42/s0p03_bm2_no3,logs/assist_09_m3grid/seed42/s0p03_bm2_no3,logs/assist_09_m3grid/seed42/s0p03_bm2_no3/train_20260211_032606.log,"{""ablate_module3"": true, ""ablate_skill_encoder"": false, ""ablate_soft_prototype"": true, ""batch_size"": 128, ""disable_q_aligned_residual"": false, ""disable_soft_prototype"": true, ""dropout"": 0.2, ""early_stop_patience"": 3, ""enable_soft_prototype"": false, ""epochs"": 30, ""exercise_dim"": 64, ""exercise_l2_lambda"": 5e-05, ""fusion_gate_bias_init"": -2.0, ""fusion_gate_max"": 0.4, ""knowledge_dim"": 64, ""lambda_alpha"": 0.01, ""lambda_proto_div"": 0.0, ""lambda_proto_usage"": 0.0, ""lambda_sparse"": 0.03, ""lambda_sparse_personal"": 0.005, ""learning_rate"": 0.0003, ""min_exer_interactions"": 0, ""min_poison_count"": 0, ""min_stu_interactions"": 15, ""model_variant"": ""gpd_base"", ""no_cuda"": false, ""num_gnn_layers"": 1, ""num_prototypes"": 0, ""num_relation_heads"": 2, ""num_workers"": 4, ""patience"": 5, ""proto_lambda"": 0.0, ""proto_tau"": 1.0, ""residual_clip_t"": 2.0, ""save_interval"": 10, ""seed"": 42, ""skill_dim"": 128, ""use_personal_graph"": true, ""use_soft_prototype_main_path"": false, ""weight_decay"": 1e-05}"
assist_09,42,s0p03_bm1p5,full,assist_09_m3grid_s0p03_bm1p5_full,0.770420855223746,0.7366648271137415,0.42290362740493653,0.7661549022514836,17,17,0.2594,0.2564,1.0629,1.0629,0.397,1.0,0.3198,ok,0,checkpoints/assist_09_m3grid/seed42/s0p03_bm1p5_full,logs/assist_09_m3grid/seed42/s0p03_bm1p5_full,logs/assist_09_m3grid/seed42/s0p03_bm1p5_full/train_20260211_032921.log,"{""ablate_module3"": false, ""ablate_skill_encoder"": false, ""ablate_soft_prototype"": true, ""batch_size"": 128, ""disable_q_aligned_residual"": false, ""disable_soft_prototype"": true, ""dropout"": 0.2, ""early_stop_patience"": 3, ""enable_soft_prototype"": false, ""epochs"": 30, ""exercise_dim"": 64, ""exercise_l2_lambda"": 5e-05, ""fusion_gate_bias_init"": -1.5, ""fusion_gate_max"": 0.4, ""knowledge_dim"": 64, ""lambda_alpha"": 0.01, ""lambda_proto_div"": 0.0, ""lambda_proto_usage"": 0.0, ""lambda_sparse"": 0.03, ""lambda_sparse_personal"": 0.005, ""learning_rate"": 0.0003, ""min_exer_interactions"": 0, ""min_poison_count"": 0, ""min_stu_interactions"": 15, ""model_variant"": ""gpd_base"", ""no_cuda"": false, ""num_gnn_layers"": 1, ""num_prototypes"": 0, ""num_relation_heads"": 2, ""num_workers"": 4, ""patience"": 5, ""proto_lambda"": 0.0, ""proto_tau"": 1.0, ""residual_clip_t"": 2.0, ""save_interval"": 10, ""seed"": 42, ""skill_dim"": 128, ""use_personal_graph"": true, ""use_soft_prototype_main_path"": false, ""weight_decay"": 1e-05}"
assist_09,42,s0p1_g0p6,no3,assist_09_m3grid_s0p1_g0p6_no3,0.7534395014032239,0.7275304953471997,0.4292930403890467,0.7505341642569292,12,12,0.8632,0.0,0.0,0.0,0.0,1.0,0.405,ok,0,checkpoints/assist_09_m3grid/seed42/s0p1_g0p6_no3,logs/assist_09_m3grid/seed42/s0p1_g0p6_no3,logs/assist_09_m3grid/seed42/s0p1_g0p6_no3/train_20260211_033437.log,"{""ablate_module3"": true, ""ablate_skill_encoder"": false, ""ablate_soft_prototype"": true, ""batch_size"": 128, ""disable_q_aligned_residual"": false, ""disable_soft_prototype"": true, ""dropout"": 0.2, ""early_stop_patience"": 3, ""enable_soft_prototype"": false, ""epochs"": 30, ""exercise_dim"": 64, ""exercise_l2_lambda"": 5e-05, ""fusion_gate_bias_init"": -2.5, ""fusion_gate_max"": 0.6, ""knowledge_dim"": 64, ""lambda_alpha"": 0.01, ""lambda_proto_div"": 0.0, ""lambda_proto_usage"": 0.0, ""lambda_sparse"": 0.1, ""lambda_sparse_personal"": 0.005, ""learning_rate"": 0.0003, ""min_exer_interactions"": 0, ""min_poison_count"": 0, ""min_stu_interactions"": 15, ""model_variant"": ""gpd_base"", ""no_cuda"": false, ""num_gnn_layers"": 1, ""num_prototypes"": 0, ""num_relation_heads"": 2, ""num_workers"": 4, ""patience"": 5, ""proto_lambda"": 0.0, ""proto_tau"": 1.0, ""residual_clip_t"": 2.0, ""save_interval"": 10, ""seed"": 42, ""skill_dim"": 128, ""use_personal_graph"": true, ""use_soft_prototype_main_path"": false, ""weight_decay"": 1e-05}"
assist_09,42,s0p1_g0p5,no3,assist_09_m3grid_s0p1_g0p5_no3,0.7534395014032239,0.7275304953471997,0.4292930403890467,0.7505341642569292,12,12,0.8632,0.0,0.0,0.0,0.0,1.0,0.405,ok,0,checkpoints/assist_09_m3grid/seed42/s0p1_g0p5_no3,logs/assist_09_m3grid/seed42/s0p1_g0p5_no3,logs/assist_09_m3grid/seed42/s0p1_g0p5_no3/train_20260211_033437.log,"{""ablate_module3"": true, ""ablate_skill_encoder"": false, ""ablate_soft_prototype"": true, ""batch_size"": 128, ""disable_q_aligned_residual"": false, ""disable_soft_prototype"": true, ""dropout"": 0.2, ""early_stop_patience"": 3, ""enable_soft_prototype"": false, ""epochs"": 30, ""exercise_dim"": 64, ""exercise_l2_lambda"": 5e-05, ""fusion_gate_bias_init"": -2.5, ""fusion_gate_max"": 0.5, ""knowledge_dim"": 64, ""lambda_alpha"": 0.01, ""lambda_proto_div"": 0.0, ""lambda_proto_usage"": 0.0, ""lambda_sparse"": 0.1, ""lambda_sparse_personal"": 0.005, ""learning_rate"": 0.0003, ""min_exer_interactions"": 0, ""min_poison_count"": 0, ""min_stu_interactions"": 15, ""model_variant"": ""gpd_base"", ""no_cuda"": false, ""num_gnn_layers"": 1, ""num_prototypes"": 0, ""num_relation_heads"": 2, ""num_workers"": 4, ""patience"": 5, ""proto_lambda"": 0.0, ""proto_tau"": 1.0, ""residual_clip_t"": 2.0, ""save_interval"": 10, ""seed"": 42, ""skill_dim"": 128, ""use_personal_graph"": true, ""use_soft_prototype_main_path"": false, ""weight_decay"": 1e-05}"
assist_09,42,s0p03_g0p5,full,assist_09_m3grid_s0p03_g0p5_full,0.7697602579195428,0.735903632799863,0.4223622378488596,0.7659224161709672,12,12,0.2625,0.2674,0.8729,0.8729,0.4779,1.0,0.3929,ok,0,checkpoints/assist_09_m3grid/seed42/s0p03_g0p5_full,logs/assist_09_m3grid/seed42/s0p03_g0p5_full,logs/assist_09_m3grid/seed42/s0p03_g0p5_full/train_20260211_033452.log,"{""ablate_module3"": false, ""ablate_skill_encoder"": false, ""ablate_soft_prototype"": true, ""batch_size"": 128, ""disable_q_aligned_residual"": false, ""disable_soft_prototype"": true, ""dropout"": 0.2, ""early_stop_patience"": 3, ""enable_soft_prototype"": false, ""epochs"": 30, ""exercise_dim"": 64, ""exercise_l2_lambda"": 5e-05, ""fusion_gate_bias_init"": -2.5, ""fusion_gate_max"": 0.5, ""knowledge_dim"": 64, ""lambda_alpha"": 0.01, ""lambda_proto_div"": 0.0, ""lambda_proto_usage"": 0.0, ""lambda_sparse"": 0.03, ""lambda_sparse_personal"": 0.005, ""learning_rate"": 0.0003, ""min_exer_interactions"": 0, ""min_poison_count"": 0, ""min_stu_interactions"": 15, ""model_variant"": ""gpd_base"", ""no_cuda"": false, ""num_gnn_layers"": 1, ""num_prototypes"": 0, ""num_relation_heads"": 2, ""num_workers"": 4, ""patience"": 5, ""proto_lambda"": 0.0, ""proto_tau"": 1.0, ""residual_clip_t"": 2.0, ""save_interval"": 10, ""seed"": 42, ""skill_dim"": 128, ""use_personal_graph"": true, ""use_soft_prototype_main_path"": false, ""weight_decay"": 1e-05}"
assist_09,42,s0p01_bm2,full,assist_09_m3grid_s0p01_bm2_full,0.7704294370982786,0.7380730365944166,0.42302542647223534,0.7672141562177098,17,17,0.0856,0.2546,1.0815,1.0815,0.395,1.0,0.4406,ok,0,checkpoints/assist_09_m3grid/seed42/s0p01_bm2_full,logs/assist_09_m3grid/seed42/s0p01_bm2_full,logs/assist_09_m3grid/seed42/s0p01_bm2_full/train_20260211_033221.log,"{""ablate_module3"": false, ""ablate_skill_encoder"": false, ""ablate_soft_prototype"": true, ""batch_size"": 128, ""disable_q_aligned_residual"": false, ""disable_soft_prototype"": true, ""dropout"": 0.2, ""early_stop_patience"": 3, ""enable_soft_prototype"": false, ""epochs"": 30, ""exercise_dim"": 64, ""exercise_l2_lambda"": 5e-05, ""fusion_gate_bias_init"": -2.0, ""fusion_gate_max"": 0.4, ""knowledge_dim"": 64, ""lambda_alpha"": 0.01, ""lambda_proto_div"": 0.0, ""lambda_proto_usage"": 0.0, ""lambda_sparse"": 0.01, ""lambda_sparse_personal"": 0.005, ""learning_rate"": 0.0003, ""min_exer_interactions"": 0, ""min_poison_count"": 0, ""min_stu_interactions"": 15, ""model_variant"": ""gpd_base"", ""no_cuda"": false, ""num_gnn_layers"": 1, ""num_prototypes"": 0, ""num_relation_heads"": 2, ""num_workers"": 4, ""patience"": 5, ""proto_lambda"": 0.0, ""proto_tau"": 1.0, ""residual_clip_t"": 2.0, ""save_interval"": 10, ""seed"": 42, ""skill_dim"": 128, ""use_personal_graph"": true, ""use_soft_prototype_main_path"": false, ""weight_decay"": 1e-05}"
assist_09,42,s0p03_bm1p5,no3,assist_09_m3grid_s0p03_bm1p5_no3,0.7594069452787553,0.7315648252107557,0.4276030019016859,0.7548745267724474,22,22,0.2561,0.0,0.0,0.0,0.0,1.0,0.4482,ok,0,checkpoints/assist_09_m3grid/seed42/s0p03_bm1p5_no3,logs/assist_09_m3grid/seed42/s0p03_bm1p5_no3,logs/assist_09_m3grid/seed42/s0p03_bm1p5_no3/train_20260211_033152.log,"{""ablate_module3"": true, ""ablate_skill_encoder"": false, ""ablate_soft_prototype"": true, ""batch_size"": 128, ""disable_q_aligned_residual"": false, ""disable_soft_prototype"": true, ""dropout"": 0.2, ""early_stop_patience"": 3, ""enable_soft_prototype"": false, ""epochs"": 30, ""exercise_dim"": 64, ""exercise_l2_lambda"": 5e-05, ""fusion_gate_bias_init"": -1.5, ""fusion_gate_max"": 0.4, ""knowledge_dim"": 64, ""lambda_alpha"": 0.01, ""lambda_proto_div"": 0.0, ""lambda_proto_usage"": 0.0, ""lambda_sparse"": 0.03, ""lambda_sparse_personal"": 0.005, ""learning_rate"": 0.0003, ""min_exer_interactions"": 0, ""min_poison_count"": 0, ""min_stu_interactions"": 15, ""model_variant"": ""gpd_base"", ""no_cuda"": false, ""num_gnn_layers"": 1, ""num_prototypes"": 0, ""num_relation_heads"": 2, ""num_workers"": 4, ""patience"": 5, ""proto_lambda"": 0.0, ""proto_tau"": 1.0, ""residual_clip_t"": 2.0, ""save_interval"": 10, ""seed"": 42, ""skill_dim"": 128, ""use_personal_graph"": true, ""use_soft_prototype_main_path"": false, ""weight_decay"": 1e-05}"
assist_09,42,s0p01_bm2,no3,assist_09_m3grid_s0p01_bm2_no3,0.7562149334399866,0.7299282574359169,0.42927509175554024,0.75237826020943,19,19,0.0836,0.0,0.0,0.0,0.0,1.0,0.4494,ok,0,checkpoints/assist_09_m3grid/seed42/s0p01_bm2_no3,logs/assist_09_m3grid/seed42/s0p01_bm2_no3,logs/assist_09_m3grid/seed42/s0p01_bm2_no3/train_20260211_033337.log,"{""ablate_module3"": true, ""ablate_skill_encoder"": false, ""ablate_soft_prototype"": true, ""batch_size"": 128, ""disable_q_aligned_residual"": false, ""disable_soft_prototype"": true, ""dropout"": 0.2, ""early_stop_patience"": 3, ""enable_soft_prototype"": false, ""epochs"": 30, ""exercise_dim"": 64, ""exercise_l2_lambda"": 5e-05, ""fusion_gate_bias_init"": -2.0, ""fusion_gate_max"": 0.4, ""knowledge_dim"": 64, ""lambda_alpha"": 0.01, ""lambda_proto_div"": 0.0, ""lambda_proto_usage"": 0.0, ""lambda_sparse"": 0.01, ""lambda_sparse_personal"": 0.005, ""learning_rate"": 0.0003, ""min_exer_interactions"": 0, ""min_poison_count"": 0, ""min_stu_interactions"": 15, ""model_variant"": ""gpd_base"", ""no_cuda"": false, ""num_gnn_layers"": 1, ""num_prototypes"": 0, ""num_relation_heads"": 2, ""num_workers"": 4, ""patience"": 5, ""proto_lambda"": 0.0, ""proto_tau"": 1.0, ""residual_clip_t"": 2.0, ""save_interval"": 10, ""seed"": 42, ""skill_dim"": 128, ""use_personal_graph"": true, ""use_soft_prototype_main_path"": false, ""weight_decay"": 1e-05}"
assist_09,42,s0p03_g0p6,full,assist_09_m3grid_s0p03_g0p6_full,0.7703495844998401,0.7357513939370873,0.422098751835667,0.7666736514796683,12,12,0.2618,0.3185,0.8505,0.8505,0.5733,1.0,0.4133,ok,0,checkpoints/assist_09_m3grid/seed42/s0p03_g0p6_full,logs/assist_09_m3grid/seed42/s0p03_g0p6_full,logs/assist_09_m3grid/seed42/s0p03_g0p6_full/train_20260211_033607.log,"{""ablate_module3"": false, ""ablate_skill_encoder"": false, ""ablate_soft_prototype"": true, ""batch_size"": 128, ""disable_q_aligned_residual"": false, ""disable_soft_prototype"": true, ""dropout"": 0.2, ""early_stop_patience"": 3, ""enable_soft_prototype"": false, ""epochs"": 30, ""exercise_dim"": 64, ""exercise_l2_lambda"": 5e-05, ""fusion_gate_bias_init"": -2.5, ""fusion_gate_max"": 0.6, ""knowledge_dim"": 64, ""lambda_alpha"": 0.01, ""lambda_proto_div"": 0.0, ""lambda_proto_usage"": 0.0, ""lambda_sparse"": 0.03, ""lambda_sparse_personal"": 0.005, ""learning_rate"": 0.0003, ""min_exer_interactions"": 0, ""min_poison_count"": 0, ""min_stu_interactions"": 15, ""model_variant"": ""gpd_base"", ""no_cuda"": false, ""num_gnn_layers"": 1, ""num_prototypes"": 0, ""num_relation_heads"": 2, ""num_workers"": 4, ""patience"": 5, ""proto_lambda"": 0.0, ""proto_tau"": 1.0, ""residual_clip_t"": 2.0, ""save_interval"": 10, ""seed"": 42, ""skill_dim"": 128, ""use_personal_graph"": true, ""use_soft_prototype_main_path"": false, ""weight_decay"": 1e-05}"
assist_09,42,s0p01_bm1p5,full,assist_09_m3grid_s0p01_bm1p5_full,0.7695491186718559,0.7368741555500581,0.42358772449692406,0.7659914114566281,17,17,0.0854,0.25,1.0634,1.0634,0.397,1.0,0.4422,ok,0,checkpoints/assist_09_m3grid/seed42/s0p01_bm1p5_full,logs/assist_09_m3grid/seed42/s0p01_bm1p5_full,logs/assist_09_m3grid/seed42/s0p01_bm1p5_full/train_20260211_033337.log,"{""ablate_module3"": false, ""ablate_skill_encoder"": false, ""ablate_soft_prototype"": true, ""batch_size"": 128, ""disable_q_aligned_residual"": false, ""disable_soft_prototype"": true, ""dropout"": 0.2, ""early_stop_patience"": 3, ""enable_soft_prototype"": false, ""epochs"": 30, ""exercise_dim"": 64, ""exercise_l2_lambda"": 5e-05, ""fusion_gate_bias_init"": -1.5, ""fusion_gate_max"": 0.4, ""knowledge_dim"": 64, ""lambda_alpha"": 0.01, ""lambda_proto_div"": 0.0, ""lambda_proto_usage"": 0.0, ""lambda_sparse"": 0.01, ""lambda_sparse_personal"": 0.005, ""learning_rate"": 0.0003, ""min_exer_interactions"": 0, ""min_poison_count"": 0, ""min_stu_interactions"": 15, ""model_variant"": ""gpd_base"", ""no_cuda"": false, ""num_gnn_layers"": 1, ""num_prototypes"": 0, ""num_relation_heads"": 2, ""num_workers"": 4, ""patience"": 5, ""proto_lambda"": 0.0, ""proto_tau"": 1.0, ""residual_clip_t"": 2.0, ""save_interval"": 10, ""seed"": 42, ""skill_dim"": 128, ""use_personal_graph"": true, ""use_soft_prototype_main_path"": false, ""weight_decay"": 1e-05}"
assist_09,42,s0p01_bm1p5,no3,assist_09_m3grid_s0p01_bm1p5_no3,0.7562149334399866,0.7299282574359169,0.42927509175554024,0.75237826020943,19,19,0.0836,0.0,0.0,0.0,0.0,1.0,0.4494,ok,0,checkpoints/assist_09_m3grid/seed42/s0p01_bm1p5_no3,logs/assist_09_m3grid/seed42/s0p01_bm1p5_no3,logs/assist_09_m3grid/seed42/s0p01_bm1p5_no3/train_20260211_033351.log,"{""ablate_module3"": true, ""ablate_skill_encoder"": false, ""ablate_soft_prototype"": true, ""batch_size"": 128, ""disable_q_aligned_residual"": false, ""disable_soft_prototype"": true, ""dropout"": 0.2, ""early_stop_patience"": 3, ""enable_soft_prototype"": false, ""epochs"": 30, ""exercise_dim"": 64, ""exercise_l2_lambda"": 5e-05, ""fusion_gate_bias_init"": -1.5, ""fusion_gate_max"": 0.4, ""knowledge_dim"": 64, ""lambda_alpha"": 0.01, ""lambda_proto_div"": 0.0, ""lambda_proto_usage"": 0.0, ""lambda_sparse"": 0.01, ""lambda_sparse_personal"": 0.005, ""learning_rate"": 0.0003, ""min_exer_interactions"": 0, ""min_poison_count"": 0, ""min_stu_interactions"": 15, ""model_variant"": ""gpd_base"", ""no_cuda"": false, ""num_gnn_layers"": 1, ""num_prototypes"": 0, ""num_relation_heads"": 2, ""num_workers"": 4, ""patience"": 5, ""proto_lambda"": 0.0, ""proto_tau"": 1.0, ""residual_clip_t"": 2.0, ""save_interval"": 10, ""seed"": 42, ""skill_dim"": 128, ""use_personal_graph"": true, ""use_soft_prototype_main_path"": false, ""weight_decay"": 1e-05}"
