bucket,rows,auc,dataset,model_variant,seed
"[0,1)",2315,0.752567356589124,assist_17,no_graph_calibration,42
"[1,3)",5561,0.7838458847916958,assist_17,no_graph_calibration,42
"[3,6)",6852,0.7817804167248359,assist_17,no_graph_calibration,42
"[6,inf)",15787,0.7969108186756061,assist_17,no_graph_calibration,42
all,30515,0.787545286290518,assist_17,no_graph_calibration,42
