bucket,rows,auc,dataset,model_variant,seed
"[0,1)",9071,0.7802493899174656,xes3g5m,full,42
"[1,3)",8182,0.8003500770663119,xes3g5m,full,42
"[3,6)",3107,0.8081226794726428,xes3g5m,full,42
"[6,inf)",339,0.8306582057981834,xes3g5m,full,42
all,20699,0.7936501377977663,xes3g5m,full,42
