dataset,subgroup,variant,n_eval,auc,bce,rmse,acc,auc_gap_full_minus_variant,bce_gap_variant_minus_full
assist_17,all,full,77261,0.784681630597249,0.5521581715552004,0.4320806148935475,0.7150955850946791,0.0,0.0
assist_17,all,no_CRG,77261,0.764669457711034,0.5705140964589162,0.44133415837075013,0.697311709659466,0.02001217288621504,0.018355924903715737
assist_17,all,no_LCRF,77261,0.7829265821630697,0.5644985828202227,0.4359337925816169,0.7132447159627755,0.001755048434179396,0.012340411265022277
assist_17,all,self_only,77261,0.7755408895314233,0.5743503527162229,0.4420068650331334,0.7009099027970127,0.009140741065825742,0.022192181161022506
assist_17,all,degree_random_support,77261,0.784643673550551,0.5522416249660677,0.432111635358563,0.7147720065751155,3.795704669806721e-05,8.345341086724023e-05
assist_17,direct_seen,full,71859,0.7874897376541095,0.547528445179774,0.42985039764226524,0.7188243643802447,0.0,0.0
assist_17,direct_seen,no_CRG,71859,0.7673838282097469,0.5658278419135718,0.4391888812608179,0.7011926133121807,0.020105909444362524,0.01829939673379788
assist_17,direct_seen,no_LCRF,71859,0.7862821481363911,0.5571085488348253,0.4326939803855422,0.7180033120416371,0.001207589517718377,0.009580103655051353
assist_17,direct_seen,self_only,71859,0.7812928109271496,0.5630222076617938,0.43673054081331436,0.7097092918075676,0.006196926726959817,0.015493762482019835
assist_17,direct_seen,degree_random_support,71859,0.787489842396729,0.5475559890577473,0.4298557848538836,0.7185321254122656,-1.0474261957771347e-07,2.7543877973323916e-05
assist_17,direct_unseen,full,5402,0.7354808663551227,0.6137441596358688,0.4607217953258559,0.6654942613846724,0.0,0.0
assist_17,direct_unseen,no_CRG,5402,0.7293781208645174,0.6328520389568617,0.46893861231808015,0.645686782673084,0.006102745490605299,0.019107879320992893
assist_17,direct_unseen,no_LCRF,5402,0.740933699315211,0.6628029982509276,0.47694178856451247,0.6499444650129582,-0.005452832960088361,0.049058838615058775
assist_17,direct_unseen,self_only,5402,0.7227999145145043,0.7250406850868675,0.5069972461096919,0.5838578304331729,0.012680951840618349,0.11129652545099866
assist_17,direct_unseen,degree_random_support,5402,0.7346466170228909,0.6145713381715452,0.4610709002401686,0.6647537948907812,0.0008342493322317512,0.0008271785356763761
assist_17,direct_unseen_bridgeable,full,5402,0.7354808663551227,0.6137441596358688,0.4607217953258559,0.6654942613846724,0.0,0.0
assist_17,direct_unseen_bridgeable,no_CRG,5402,0.7293781208645174,0.6328520389568617,0.46893861231808015,0.645686782673084,0.006102745490605299,0.019107879320992893
assist_17,direct_unseen_bridgeable,no_LCRF,5402,0.740933699315211,0.6628029982509276,0.47694178856451247,0.6499444650129582,-0.005452832960088361,0.049058838615058775
assist_17,direct_unseen_bridgeable,self_only,5402,0.7227999145145043,0.7250406850868675,0.5069972461096919,0.5838578304331729,0.012680951840618349,0.11129652545099866
assist_17,direct_unseen_bridgeable,degree_random_support,5402,0.7346466170228909,0.6145713381715452,0.4610709002401686,0.6647537948907812,0.0008342493322317512,0.0008271785356763761
assist_17,weak_direct_evidence,full,11552,0.7627265821810311,0.5829730127772624,0.4462704319928242,0.691222299168975,0.0,0.0
assist_17,weak_direct_evidence,no_CRG,11552,0.7476238714809776,0.6014645732607495,0.4547273190757778,0.6735630193905817,0.015102710700053423,0.0184915604834871
assist_17,weak_direct_evidence,no_LCRF,11552,0.7630031358942677,0.6099244981423326,0.45532818303337375,0.685595567867036,-0.0002765537132366491,0.026951485365070194
assist_17,weak_direct_evidence,self_only,11552,0.7496016427380503,0.6524765542847296,0.47684117903098605,0.6411876731301939,0.013124939442980765,0.06950354150746718
assist_17,weak_direct_evidence,degree_random_support,11552,0.7623152891004081,0.5835444648630005,0.4465179600122615,0.6905297783933518,0.000411293080622932,0.0005714520857380556
assist_17,high_route_mass,full,23187,0.787593112321998,0.5508061384673052,0.4316172095075447,0.7149264674170872,0.0,0.0
assist_17,high_route_mass,no_CRG,23187,0.7725354280022001,0.5643754966185025,0.43872152579916285,0.7012118859705869,0.015057684319797926,0.013569358151197308
assist_17,high_route_mass,no_LCRF,23187,0.7856079214422826,0.5628171261618461,0.43534316566126224,0.7131151076033985,0.0019851908797153817,0.012010987694540898
assist_17,high_route_mass,self_only,23187,0.7827579977909227,0.5590709307404867,0.4351689295296867,0.7112174925604865,0.004835114531075324,0.008264792273181554
assist_17,high_route_mass,degree_random_support,23187,0.7875563852912972,0.5508678931869915,0.4316412276507937,0.7148833398024755,3.672703070078942e-05,6.175471968627999e-05
assist_17,low_route_mass,full,23179,0.7795455004680284,0.5573002927887994,0.4342328955428892,0.7118943871607921,0.0,0.0
assist_17,low_route_mass,no_CRG,23179,0.7531038204272291,0.5810048784097241,0.4460221549597137,0.6870011648474913,0.026441680040799276,0.0237045856209247
assist_17,low_route_mass,no_LCRF,23179,0.7764176107642679,0.5698129739656687,0.4384487681206199,0.7075801371931489,0.0031278897037605446,0.012512681176869211
assist_17,low_route_mass,self_only,23179,0.7685931017854553,0.5991734273979201,0.4526015040551949,0.6863540273523447,0.010952398682573139,0.04187313460912068
assist_17,low_route_mass,degree_random_support,23179,0.7795732628138721,0.5573946866534653,0.43424405568704716,0.71228266965788,-2.7762345843673764e-05,9.439386466580935e-05
