dataset,corruption_type,corruption_ratio,seed,subgroup,n_eval,auc,auc_drop_from_clean,bce,bce_increase_from_clean,clean_auc,clean_bce,mean_support_size,train_only_candidate_check_passed,evidence_minus_degree_random_auc_drop,evidence_minus_degree_random_bce_increase,bootstrap_ci_low,bootstrap_ci_high,claim_status
assist_09,self_only_fallback,0.5,46,all,51090,0.7602030625747823,0.014759448995709246,0.5393287345833871,0.008643050345302106,0.7749625115704916,0.530685684238085,1.0,True,0.011804690834164355,0.004606355940644735,-0.001181392166829187,0.00128768838467338,strong_evidence_gap
assist_09,self_only_fallback,0.5,46,graph_hits_history,50529,0.7601386166900641,0.01459578178281351,0.5389440318606167,0.008462359704543565,0.7747343984728776,0.5304816721560731,1.0,True,0.011578140292887507,0.004349406869631034,-0.000996145282239813,0.001205054319276999,strong_evidence_gap
assist_09,self_only_fallback,0.5,46,high_support_mass,12637,0.7324486526598326,0.019294188818732794,0.5227077605866957,0.018488683584136134,0.7517428414785654,0.5042190770025595,1.0,True,0.0162859958144963,0.014573359674498021,0.005555286537763782,0.010119961001836753,strong_evidence_gap
assist_09,self_only_fallback,0.5,46,query_seq_top5_q4_high,12141,0.7852926478875515,0.012498395830667808,0.502753137814934,0.006610767467510104,0.7977910437182193,0.4961423703474239,1.0,True,0.010145937575178121,0.0011055585113886046,-0.008778564950994971,0.0015225356443721583,support_dependence_only
assist_09,self_only_fallback,0.5,46,multi_concept,8419,0.7457581173511552,0.005958554178673969,0.550953392522958,0.002359557237043175,0.7517166715298291,0.5485938352859149,1.0,True,0.0035426865799197405,-0.005996835985143001,-0.011218260100813416,-0.004729382085202227,support_dependence_only
assist_09,self_only_fallback,0.5,46,direct_seen,49506,0.7594273485199593,0.013150028819122972,0.5422836557033914,0.007242865707856816,0.7725773773390823,0.5350407899955346,1.0,True,0.01036969462284243,0.0032810459905867617,-0.002708551067175069,-0.0002113623142453336,support_dependence_only
assist_09,self_only_fallback,0.5,46,direct_unseen,1584,0.7925131904258009,0.025523995649430642,0.4469762567002221,0.05240412399514949,0.8180371860752316,0.39457213270507263,1.0,True,0.012897032430401967,0.046027311993401654,-0.00205473566362141,0.002715177644161759,strong_evidence_gap
assist_09,self_only_fallback,0.5,46,direct_unseen_bridgeable,1584,0.7925131904258009,0.025523995649430642,0.4469762567002221,0.05240412399514949,0.8180371860752316,0.39457213270507263,1.0,True,0.012897032430401967,0.046027311993401654,-0.00205473566362141,0.002715177644161759,strong_evidence_gap
assist_09,self_only_fallback,0.5,46,high_seq_support,12141,0.7852926478875515,0.012498395830667808,0.502753137814934,0.006610767467510104,0.7977910437182193,0.4961423703474239,1.0,True,0.010145937575178121,0.0011055585113886046,-0.008778564950994971,0.0015225356443721583,support_dependence_only
assist_09,self_only_fallback,0.5,46,high_crg_mass,12637,0.7324486526598326,0.019294188818732794,0.5227077605866957,0.018488683584136134,0.7517428414785654,0.5042190770025595,1.0,True,0.0162859958144963,0.014573359674498021,0.005555286537763782,0.010119961001836753,strong_evidence_gap
assist_09,self_only_fallback,0.5,46,short_history,25670,0.7768207696503919,0.0060813564451842606,0.5476280616615934,-0.00037452119660030814,0.7829021260955762,0.5480025828581937,1.0,True,0.00279676610536983,-0.004583162942048635,-0.012244199951429757,-0.007984426398851729,support_dependence_only
assist_09,self_only_fallback,0.5,46,long_history,25420,0.7347379350940958,0.022878051024364132,0.5309477854843487,0.017749307681283022,0.7576159861184599,0.5131984778030657,1.0,True,0.020013496595025493,0.013886251680956807,0.008677748972003085,0.01052287234727144,strong_evidence_gap
assist_09,self_only_fallback,0.75,42,all,51090,0.7602030625747823,0.014759448995709246,0.539328734589395,0.008643050351309967,0.7749625115704916,0.530685684238085,1.0,True,0.007748222845034958,0.0026558736532164007,-0.001181392166829187,0.00128768838467338,strong_evidence_gap
assist_09,self_only_fallback,0.75,42,graph_hits_history,50529,0.7601386166900641,0.01459578178281351,0.538944031866691,0.008462359710617928,0.7747343984728776,0.5304816721560731,1.0,True,0.007505123426966298,0.002431523315828632,-0.000996145282239813,0.001205054319276999,strong_evidence_gap
assist_09,self_only_fallback,0.75,42,high_support_mass,12637,0.7324486526598326,0.019294188818732794,0.5227077605957638,0.018488683593204325,0.7517428414785654,0.5042190770025595,1.0,True,0.010843064023665194,0.010653770930624584,0.005555286537763782,0.010119961001836753,strong_evidence_gap
assist_09,self_only_fallback,0.75,42,query_seq_top5_q4_high,12141,0.7852926478875515,0.012498395830667808,0.502753137814934,0.006610767467510104,0.7977910437182193,0.4961423703474239,1.0,True,0.005705625494970223,-0.0039052889870427876,-0.008778564950994971,0.0015225356443721583,support_dependence_only
assist_09,self_only_fallback,0.75,42,multi_concept,8419,0.7457581173511552,0.005958554178673969,0.5509533925594156,0.0023595572735006787,0.7517166715298291,0.5485938352859149,1.0,True,-0.014788765461037023,-0.01622684252868356,-0.011218260100813416,-0.004729382085202227,support_dependence_only
assist_09,self_only_fallback,0.75,42,direct_seen,49506,0.7594273485199593,0.013150028819122972,0.5422836557095915,0.007242865714056856,0.7725773773390823,0.5350407899955346,1.0,True,0.006195824982727749,0.0012564447131129253,-0.002708551067175069,-0.0002113623142453336,support_dependence_only
assist_09,self_only_fallback,0.75,42,direct_unseen,1584,0.7925131904258009,0.025523995649430642,0.4469762567002221,0.05240412399514949,0.8180371860752316,0.39457213270507263,1.0,True,0.013267763802378041,0.04639332889864639,-0.00205473566362141,0.002715177644161759,strong_evidence_gap
assist_09,self_only_fallback,0.75,42,direct_unseen_bridgeable,1584,0.7925131904258009,0.025523995649430642,0.4469762567002221,0.05240412399514949,0.8180371860752316,0.39457213270507263,1.0,True,0.013267763802378041,0.04639332889864639,-0.00205473566362141,0.002715177644161759,strong_evidence_gap
assist_09,self_only_fallback,0.75,42,high_seq_support,12141,0.7852926478875515,0.012498395830667808,0.502753137814934,0.006610767467510104,0.7977910437182193,0.4961423703474239,1.0,True,0.005705625494970223,-0.0039052889870427876,-0.008778564950994971,0.0015225356443721583,support_dependence_only
assist_09,self_only_fallback,0.75,42,high_crg_mass,12637,0.7324486526598326,0.019294188818732794,0.5227077605957638,0.018488683593204325,0.7517428414785654,0.5042190770025595,1.0,True,0.010843064023665194,0.010653770930624584,0.005555286537763782,0.010119961001836753,strong_evidence_gap
assist_09,self_only_fallback,0.75,42,short_history,25670,0.7768207696503919,0.0060813564451842606,0.5476280616690863,-0.00037452118910741294,0.7829021260955762,0.5480025828581937,1.0,True,6.20670791751099e-05,-0.005882611712250685,-0.012244199951429757,-0.007984426398851729,support_dependence_only
assist_09,self_only_fallback,0.75,42,long_history,25420,0.7347379350940958,0.022878051024364132,0.5309477854888568,0.017749307685791083,0.7576159861184599,0.5131984778030657,1.0,True,0.014127641969521876,0.011278333107643368,0.008677748972003085,0.01052287234727144,strong_evidence_gap
assist_09,self_only_fallback,0.75,43,all,51090,0.7602030625747823,0.014759448995709246,0.5393287345856302,0.0086430503475452,0.7749625115704916,0.530685684238085,1.0,True,0.005108209407030273,0.0028101943512586214,-0.001181392166829187,0.00128768838467338,strong_evidence_gap
assist_09,self_only_fallback,0.75,43,graph_hits_history,50529,0.7601386166900641,0.01459578178281351,0.5389440318628844,0.008462359706811307,0.7747343984728776,0.5304816721560731,1.0,True,0.004730534890675875,0.0024855338765439328,-0.000996145282239813,0.001205054319276999,strong_evidence_gap
assist_09,self_only_fallback,0.75,43,high_support_mass,12637,0.7324486526598326,0.019294188818732794,0.5227077605957638,0.018488683593204325,0.7517428414785654,0.5042190770025595,1.0,True,0.004724885323333816,0.0077879776154834435,0.005555286537763782,0.010119961001836753,strong_evidence_gap
assist_09,self_only_fallback,0.75,43,query_seq_top5_q4_high,12141,0.7852926478875515,0.012498395830667808,0.502753137814934,0.006610767467510104,0.7977910437182193,0.4961423703474239,1.0,True,-0.0008221904672160996,-0.009719960753495793,-0.008778564950994971,0.0015225356443721583,support_dependence_only
assist_09,self_only_fallback,0.75,43,multi_concept,8419,0.7457581173511552,0.005958554178673969,0.5509533925365695,0.0023595572506546203,0.7517166715298291,0.5485938352859149,1.0,True,-0.01178012617391333,-0.017926095491286542,-0.011218260100813416,-0.004729382085202227,support_dependence_only
assist_09,self_only_fallback,0.75,43,direct_seen,49506,0.7594273485199593,0.013150028819122972,0.5422836557057062,0.007242865710171631,0.7725773773390823,0.5350407899955346,1.0,True,0.0036849024158399635,0.0015506795853801325,-0.002708551067175069,-0.0002113623142453336,support_dependence_only
assist_09,self_only_fallback,0.75,43,direct_unseen,1584,0.7925131904258009,0.025523995649430642,0.4469762567002221,0.05240412399514949,0.8180371860752316,0.39457213270507263,1.0,True,0.009256008426159368,0.042174801674221385,-0.00205473566362141,0.002715177644161759,strong_evidence_gap
assist_09,self_only_fallback,0.75,43,direct_unseen_bridgeable,1584,0.7925131904258009,0.025523995649430642,0.4469762567002221,0.05240412399514949,0.8180371860752316,0.39457213270507263,1.0,True,0.009256008426159368,0.042174801674221385,-0.00205473566362141,0.002715177644161759,strong_evidence_gap
assist_09,self_only_fallback,0.75,43,high_seq_support,12141,0.7852926478875515,0.012498395830667808,0.502753137814934,0.006610767467510104,0.7977910437182193,0.4961423703474239,1.0,True,-0.0008221904672160996,-0.009719960753495793,-0.008778564950994971,0.0015225356443721583,support_dependence_only
assist_09,self_only_fallback,0.75,43,high_crg_mass,12637,0.7324486526598326,0.019294188818732794,0.5227077605957638,0.018488683593204325,0.7517428414785654,0.5042190770025595,1.0,True,0.004724885323333816,0.0077879776154834435,0.005555286537763782,0.010119961001836753,strong_evidence_gap
assist_09,self_only_fallback,0.75,43,short_history,25670,0.7768207696503919,0.0060813564451842606,0.5476280616615934,-0.00037452119660030814,0.7829021260955762,0.5480025828581937,1.0,True,-0.0030502223465396217,-0.00542068529099915,-0.012244199951429757,-0.007984426398851729,support_dependence_only
assist_09,self_only_fallback,0.75,43,long_history,25420,0.7347379350940958,0.022878051024364132,0.5309477854888568,0.017749307685791083,0.7576159861184599,0.5131984778030657,1.0,True,0.011854781227672473,0.011122022849163749,0.008677748972003085,0.01052287234727144,strong_evidence_gap
assist_09,self_only_fallback,0.75,44,all,51090,0.7602030625747823,0.014759448995709246,0.5393287345856302,0.0086430503475452,0.7749625115704916,0.530685684238085,1.0,True,0.005999781809818416,0.002077051035520916,-0.001181392166829187,0.00128768838467338,strong_evidence_gap
assist_09,self_only_fallback,0.75,44,graph_hits_history,50529,0.7601386166900641,0.01459578178281351,0.5389440318628844,0.008462359706811307,0.7747343984728776,0.5304816721560731,1.0,True,0.005911252455609417,0.0018882743036108263,-0.000996145282239813,0.001205054319276999,strong_evidence_gap
assist_09,self_only_fallback,0.75,44,high_support_mass,12637,0.7324486526598326,0.019294188818732794,0.5227077605957638,0.018488683593204325,0.7517428414785654,0.5042190770025595,1.0,True,0.012119206015743345,0.012068241672211988,0.005555286537763782,0.010119961001836753,strong_evidence_gap
assist_09,self_only_fallback,0.75,44,query_seq_top5_q4_high,12141,0.7852926478875515,0.012498395830667808,0.502753137814934,0.006610767467510104,0.7977910437182193,0.4961423703474239,1.0,True,0.002678811673351822,-0.002952160332431508,-0.008778564950994971,0.0015225356443721583,support_dependence_only
assist_09,self_only_fallback,0.75,44,multi_concept,8419,0.7457581173511552,0.005958554178673969,0.5509533925365695,0.0023595572506546203,0.7517166715298291,0.5485938352859149,1.0,True,-0.0005317181919668457,-0.009238296471139718,-0.011218260100813416,-0.004729382085202227,support_dependence_only
assist_09,self_only_fallback,0.75,44,direct_seen,49506,0.7594273485199593,0.013150028819122972,0.5422836557057062,0.007242865710171631,0.7725773773390823,0.5350407899955346,1.0,True,0.0044832965838007555,0.0007811008428031396,-0.002708551067175069,-0.0002113623142453336,support_dependence_only
assist_09,self_only_fallback,0.75,44,direct_unseen,1584,0.7925131904258009,0.025523995649430642,0.4469762567002221,0.05240412399514949,0.8180371860752316,0.39457213270507263,1.0,True,0.008477718062474437,0.042580403460194816,-0.00205473566362141,0.002715177644161759,strong_evidence_gap
assist_09,self_only_fallback,0.75,44,direct_unseen_bridgeable,1584,0.7925131904258009,0.025523995649430642,0.4469762567002221,0.05240412399514949,0.8180371860752316,0.39457213270507263,1.0,True,0.008477718062474437,0.042580403460194816,-0.00205473566362141,0.002715177644161759,strong_evidence_gap
