variant,pairs,weight_sum,mrr,hit@1,ndcg@1,hit@3,ndcg@3,hit@5,ndcg@5,hit@10,ndcg@10
CRG_fused_prior,200943,150672.50999999998,0.07174906988157205,0.02017561133082604,0.02017561133082604,0.05578622138836076,0.04034573752482719,0.0888728806601815,0.05388369752459959,0.16481506812357477,0.07818473229005643
CRG_item_only,200943,150672.50999999998,0.0069884310912790995,0.00011966350066113586,0.00011966350066113586,0.0009269773232024873,0.0005364766039211259,0.0011386284067345794,0.0006235985231772265,0.0023091803541336105,0.0009833311015863399
CRG_seq_only,200943,150672.50999999998,0.07174906988157205,0.02017561133082604,0.02017561133082604,0.05578622138836076,0.04034573752482719,0.0888728806601815,0.05388369752459959,0.16481506812357477,0.07818473229005643
CRG_support_uniform,200943,150672.50999999998,0.017203253619486273,0.002478952530889676,0.002478952530889676,0.008046125998697442,0.005649143611956432,0.013205063086823203,0.007741572883694957,0.026126265501251692,0.011835236336061173
CRG_degree_random,200943,150672.50999999998,0.011465958985227382,0.0017213491697987908,0.0017213491697987908,0.00585441896468042,0.004038164543908183,0.009036485819476955,0.005336000179926897,0.017079426101018695,0.007864694211452876
CRG_uniform_offdiag,200943,150672.50999999998,0.009538540660766905,0.0001645290172706355,0.0001645290172706355,0.004694817920004121,0.0024990172018439357,0.009384857264274687,0.004502945118635842,0.021906849497629,0.008442616979512044
CRG_self_only,200943,150672.50999999998,0.006715373763118476,0.0,0.0,0.00023793325006665116,0.0001350773119211648,0.0010480345751192439,0.00047823040649951765,0.0020482170237955152,0.0007817329577329119
