dataset,corruption_type,corruption_ratio,seed,group,n_eval,auc,auc_drop,bce,bce_increase,clean_auc,clean_bce,mean_support_size,train_only_candidate_check_passed
assist_17,evidence_support_corruption,0.0,42,all,77261,0.7842616403373271,0.0,0.5535688522514768,1.2498890811230012e-12,0.7842616403373271,0.5535688522502269,25.8217830657959,True
assist_17,evidence_support_corruption,0.0,42,graph_hits_history,77261,0.7842616403373271,0.0,0.5535688522514768,1.2498890811230012e-12,0.7842616403373271,0.5535688522502269,25.8217830657959,True
assist_17,evidence_support_corruption,0.0,42,high_support_mass,19317,0.7996881866191942,0.0,0.5411937059523869,0.0,0.7996881866191942,0.5411937059523869,25.8217830657959,True
assist_17,evidence_support_corruption,0.0,42,query_seq_top5_q4_high,19249,0.770652756309943,0.0,0.549793152116602,0.0,0.770652756309943,0.549793152116602,25.8217830657959,True
assist_17,evidence_support_corruption,0.0,42,multi_concept,33639,0.7673364282068558,0.0,0.5693431810597996,2.8705926524708048e-12,0.7673364282068558,0.569343181056929,25.8217830657959,True
assist_17,evidence_support_corruption,0.25,42,all,77261,0.7831148806993533,0.0011467596379738376,0.5551999177323034,0.001631065482076477,0.7842616403373271,0.5535688522502269,20.346534729003906,True
assist_17,evidence_support_corruption,0.25,42,graph_hits_history,77261,0.7831148806993533,0.0011467596379738376,0.5551999177323034,0.001631065482076477,0.7842616403373271,0.5535688522502269,20.346534729003906,True
assist_17,evidence_support_corruption,0.25,42,high_support_mass,19317,0.7988124482073296,0.0008757384118646128,0.5428735264739109,0.0016798205215239337,0.7996881866191942,0.5411937059523869,20.346534729003906,True
assist_17,evidence_support_corruption,0.25,42,query_seq_top5_q4_high,19249,0.7689071941357972,0.0017455621741457872,0.5517679896487276,0.001974837532125684,0.770652756309943,0.549793152116602,20.346534729003906,True
assist_17,evidence_support_corruption,0.25,42,multi_concept,33639,0.7664136081336271,0.0009228200732286362,0.570435579093813,0.0010923980368839903,0.7673364282068558,0.569343181056929,20.346534729003906,True
assist_17,evidence_support_corruption,0.5,42,all,77261,0.7819318595979488,0.0023297807393783954,0.557719532606516,0.0041506803562890715,0.7842616403373271,0.5535688522502269,14.267326354980469,True
assist_17,evidence_support_corruption,0.5,42,graph_hits_history,77261,0.7819318595979488,0.0023297807393783954,0.557719532606516,0.0041506803562890715,0.7842616403373271,0.5535688522502269,14.267326354980469,True
assist_17,evidence_support_corruption,0.5,42,high_support_mass,19317,0.7975464298282794,0.0021417567909147728,0.5457699100196088,0.004576204067221923,0.7996881866191942,0.5411937059523869,14.267326354980469,True
assist_17,evidence_support_corruption,0.5,42,query_seq_top5_q4_high,19249,0.7684275187786158,0.0022252375313271955,0.5530516224947721,0.003258470378170175,0.770652756309943,0.549793152116602,14.267326354980469,True
assist_17,evidence_support_corruption,0.5,42,multi_concept,33639,0.7651728838510008,0.002163544355854974,0.5724853502843897,0.0031421692274606894,0.7673364282068558,0.569343181056929,14.267326354980469,True
assist_17,evidence_support_corruption,0.75,42,all,77261,0.7816227538157001,0.0026388865216270263,0.5615545972931943,0.007985745042967451,0.7842616403373271,0.5535688522502269,7.554455280303955,True
assist_17,evidence_support_corruption,0.75,42,graph_hits_history,77261,0.7816227538157001,0.0026388865216270263,0.5615545972931943,0.007985745042967451,0.7842616403373271,0.5535688522502269,7.554455280303955,True
assist_17,evidence_support_corruption,0.75,42,high_support_mass,19317,0.7976350269017464,0.0020531597174477945,0.5496016407559601,0.008407934803573158,0.7996881866191942,0.5411937059523869,7.554455280303955,True
assist_17,evidence_support_corruption,0.75,42,query_seq_top5_q4_high,19249,0.7673205958720255,0.0033321604379175085,0.5570305439352178,0.007237391818615824,0.770652756309943,0.549793152116602,7.554455280303955,True
assist_17,evidence_support_corruption,0.75,42,multi_concept,33639,0.7652390477869894,0.0020973804198664014,0.5750126475026729,0.005669466445743843,0.7673364282068558,0.569343181056929,7.554455280303955,True
assist_17,evidence_support_corruption,1.0,42,all,77261,0.7731935181362601,0.01106812220106701,0.5758563901057201,0.0222875378554932,0.7842616403373271,0.5535688522502269,1.0,True
assist_17,evidence_support_corruption,1.0,42,graph_hits_history,77261,0.7731935181362601,0.01106812220106701,0.5758563901057201,0.0222875378554932,0.7842616403373271,0.5535688522502269,1.0,True
assist_17,evidence_support_corruption,1.0,42,high_support_mass,19317,0.78591305881862,0.013775127800574216,0.5727488048362989,0.03155509888391195,0.7996881866191942,0.5411937059523869,1.0,True
assist_17,evidence_support_corruption,1.0,42,query_seq_top5_q4_high,19249,0.7603212681720197,0.010331488137923284,0.5839746148140424,0.03418146269744049,0.770652756309943,0.549793152116602,1.0,True
assist_17,evidence_support_corruption,1.0,42,multi_concept,33639,0.7608242675582391,0.006512160648616705,0.5886815723487195,0.01933839129179049,0.7673364282068558,0.569343181056929,1.0,True
assist_17,degree_matched_random_support,0.0,42,all,77261,0.7842616403373271,0.0,0.5535688522527223,2.4954482924499644e-12,0.7842616403373271,0.5535688522502269,25.8217830657959,True
assist_17,degree_matched_random_support,0.0,42,graph_hits_history,77261,0.7842616403373271,0.0,0.5535688522527223,2.4954482924499644e-12,0.7842616403373271,0.5535688522502269,25.8217830657959,True
assist_17,degree_matched_random_support,0.0,42,high_support_mass,19317,0.7996881866191942,0.0,0.5411937059573685,4.981570711493077e-12,0.7996881866191942,0.5411937059523869,25.8217830657959,True
