dataset,candidate_type,query_concept_id,support_signature,support_size,n_total,n_records_sampled,n_learners,n_positive,n_negative,has_both_labels,support_identical_check_passed,mean_pairwise_l1,mean_pairwise_js,posterior_variability_check_passed,score
assist_17,same_query_concept,0,0;2;4;5;7;10;11;12;13;14;20;24;26;32;33;36;37;38;41;45;57;58;59;62;67;68,26,1215,320,693,470,745,True,True,0.4083911955533657,0.0400589246803884,True,3.2228740903256
assist_17,same_query_concept,36,4;5;7;10;11;12;13;14;20;24;25;26;27;28;29;32;33;34;36;41;45;46;57;59;63;65;66,27,41,41,41,22,19,True,True,0.5725176610678671,0.0665773818907095,True,3.212594150459042
assist_17,same_query_concept,14,2;4;5;7;10;12;13;14;16;20;24;26;28;32;33;34;37;38;45;53;56;57;59;62;65;68,26,25,25,25,22,3,True,True,0.5885186619545103,0.0744239824707125,True,3.2120242456395083
assist_17,same_query_concept,23,2;4;5;7;10;11;13;14;20;23;24;26;29;30;32;33;36;44;50;51;57;58;59;62;64;68,26,219,219,180,69,150,True,True,0.4865563585865742,0.0498391145524322,True,3.205762519922886
assist_17,same_query_concept,71,2;4;5;7;10;11;13;14;20;24;26;32;33;34;36;44;45;51;56;57;58;59;60;67;68;71;96,27,740,320,489,351,389,True,True,0.4210855019698091,0.038147295889054,True,3.193115224636492
assist_17,same_query_concept,65,0;1;2;4;5;7;10;11;13;14;20;24;26;30;32;33;35;36;37;38;45;47;57;62;65,25,700,320,391,204,496,True,True,0.4242835207243515,0.0412816414184163,True,3.186536270377063
assist_17,same_query_concept,46,2;4;5;6;7;10;11;12;13;14;20;26;32;36;45;46;48;51;56;57;58;62;68;69;89,25,909,320,624,374,535,True,True,0.3845367573126297,0.037129515031414,True,3.1768299824119257
assist_17,same_query_concept,36,4;5;7;10;11;12;13;14;20;24;25;26;28;29;32;33;34;36;41;45;46;57;59;63;65;66;67,27,38,38,38,16,22,True,True,0.5406932839589559,0.0609946875229593,True,3.151028198663758
assist_17,same_query_concept,63,0;2;4;5;7;10;13;14;20;24;26;32;33;36;40;45;48;51;57;58;59;63;68;70;74;78,26,1111,320,605,518,593,True,True,0.3590576212741783,0.0332831032542539,True,3.132878032898126
assist_17,same_query_concept,59,0;4;5;6;7;10;11;12;13;14;20;24;32;36;45;46;47;48;50;57;58;59;62;63;66;68;74,27,54,54,54,11,43,True,True,0.5138914191191402,0.0534861352636969,True,3.1285692786971757
assist_17,same_query_concept,59,0;4;5;6;7;10;11;12;13;14;20;24;31;32;36;45;46;47;50;57;58;59;62;63;66;68;74,27,70,70,67,32,38,True,True,0.4875664516455346,0.0502044774691547,True,3.1103351320397645
assist_17,same_query_concept,10,1;2;4;5;7;10;11;12;13;14;20;23;24;26;28;32;33;36;37;38;45;56;57;58;59;60;65;71;79,29,202,202,180,71,131,True,True,0.4286057205959501,0.0403340999361313,True,3.109791823467058
assist_17,same_query_concept,33,1;2;4;5;7;10;11;13;14;20;32;33;34;35;36;37;38;43;45;56;57;63;64;65;68;70;74;86,28,123,123,123,53,70,True,True,0.448422356809168,0.0440792548411848,True,3.106767532734411
assist_17,same_query_concept,41,0;2;4;5;7;10;11;12;13;14;20;26;32;33;34;36;37;38;41;44;45;50;57;59;60,25,407,320,309,172,235,True,True,0.3847334428519691,0.0345536230987164,True,3.096605164994754
assist_17,same_query_concept,58,0;1;2;4;5;7;10;11;12;13;14;20;24;26;32;33;36;44;45;46;57;58;59;63;68,25,1239,320,719,404,835,True,True,0.3058954575958795,0.0285965623879283,True,3.0782068283486037
assist_17,same_query_concept,36,4;5;7;10;11;12;13;14;20;23;24;25;26;28;29;32;33;34;36;41;45;46;57;59;63;65;66,27,53,53,53,33,20,True,True,0.4746045484914082,0.0499206982459456,True,3.073185746131618
assist_17,same_query_concept,33,1;2;4;5;7;10;11;13;14;20;31;32;33;34;35;36;37;38;43;45;56;57;63;64;65;68;70;74,28,28,28,28,12,16,True,True,0.514010427080624,0.0555085186779415,True,3.072774084791037
assist_17,same_query_concept,69,0;2;4;5;6;7;10;13;14;20;25;26;32;33;36;43;44;45;46;57;58;59;63;68;69;74,26,598,320,456,258,340,True,True,0.3416140716862163,0.0274385695334271,True,3.063836688909346
assist_17,same_query_concept,59,0;4;5;6;7;10;11;12;13;14;20;24;32;36;45;46;47;50;57;58;59;62;63;66;68;74;93,27,51,51,51,14,37,True,True,0.4680319528060835,0.0484099968770426,True,3.0567963121723976
assist_17,same_query_concept,67,0;1;2;4;5;7;10;11;12;13;14;20;24;26;32;33;36;38;44;45;56;57;58;61;65;67;71,27,415,320,347,183,232,True,True,0.3565716174176149,0.0275286737287703,True,3.0519065603101443
assist_17,same_query_concept,26,0;1;2;4;5;7;10;11;13;14;20;24;26;32;33;35;36;37;44;45;46;53;57;58;60;63,26,917,320,601,422,495,True,True,0.2948191442519353,0.0269681849290836,True,3.042717628499152
assist_17,same_query_concept,13,0;2;4;5;7;10;11;12;13;14;20;24;26;32;33;36;44;53;56;57;58;59;62;63;68;74,26,955,320,527,347,608,True,True,0.303320738866253,0.0266247120119203,True,3.0367292152845606
assist_17,same_query_concept,3,0;2;3;4;5;7;10;11;13;14;20;24;26;32;33;36;38;39;44;45;53;57;58;59;64;68;85,27,580,320,415,251,329,True,True,0.3246845004669294,0.0260213352964374,True,3.031838367678806
assist_17,same_query_concept,10,1;2;4;5;7;10;11;12;13;14;20;24;26;28;32;33;36;37;38;45;56;57;58;59;60;65;69;71;79,29,123,123,95,70,53,True,True,0.4203007537779202,0.0383925939781183,True,3.030305948837177
assist_17,same_query_concept,10,1;2;4;5;7;10;11;12;13;14;20;24;26;28;32;33;36;37;38;42;45;56;57;58;59;60;65;71;79,29,87,87,84,46,41,True,True,0.42792279433295,0.0393184462792481,True,3.0294617050989743
assist_17,same_query_concept,47,0;1;2;4;5;7;10;11;13;14;20;32;33;34;36;37;38;44;45;46;47;57;59;62;65,25,383,320,292,211,172,True,True,0.3527039963094832,0.0268506451671761,True,3.0281238378798947
assist_17,same_query_concept,28,0;2;4;5;7;10;11;12;13;14;20;24;26;28;32;33;36;44;46;50;53;57;58;59;60;68,26,563,320,454,253,310,True,True,0.3073855793733101,0.0214383839206283,True,3.0051688569509185
assist_17,same_query_concept,50,2;4;5;7;10;11;12;13;14;20;24;26;28;32;33;34;36;50;53;57;58;59;60;64;68;79,26,529,320,356,233,296,True,True,0.3049089080687311,0.0273296114768235,True,3.0020009321539893
assist_17,same_query_concept,88,0;2;4;5;7;10;11;12;13;14;20;26;32;33;34;36;37;38;44;45;46;57;58;59;88,25,195,195,166,65,130,True,True,0.360107200957466,0.0287609502046619,True,2.986950383017789
assist_17,same_query_concept,68,0;2;4;5;7;9;10;11;12;13;14;20;26;29;32;33;36;44;50;53;57;58;59;60;63;68;71,27,1744,320,902,620,1124,True,True,0.2238647632053957,0.0178615733388964,True,2.97588331190268
assist_17,same_query_concept,79,0;2;4;5;7;10;11;12;13;14;20;26;32;33;36;37;44;45;46;50;51;57;58;59;68;79,26,840,320,564,390,450,True,True,0.2622495455482383,0.0136329717072882,True,2.9504640054920355
assist_17,same_query_concept,51,2;4;5;7;10;11;13;14;20;26;32;33;36;37;38;44;45;46;51;57;58;59;63;68;79,25,614,320,421,282,332,True,True,0.2490176969593724,0.0197739374971801,True,2.932613978351694
assist_17,same_query_concept,35,0;2;4;5;7;10;11;12;13;14;20;24;26;29;32;33;35;36;44;46;57;58;59;62;65;66;76,27,680,320,480,290,390,True,True,0.2161381871655492,0.0217325627259467,True,2.9206551650799124
assist_17,same_query_concept,36,4;5;7;10;11;12;13;14;19;20;24;25;26;28;29;32;33;34;36;41;45;46;57;59;63;65;66,27,36,36,36,12,24,True,True,0.3965699168160545,0.038341375860905,True,2.911027211524097
assist_17,same_query_concept,30,2;4;5;7;10;11;13;14;20;23;24;26;30;32;33;35;36;37;45;51;57;58;59;62;65;74,26,242,242,222,85,157,True,True,0.2786613371138373,0.0189751120783199,True,2.895278962573129
assist_17,same_query_concept,66,0;2;4;5;7;10;11;13;14;20;26;32;33;35;36;44;45;57;58;59;62;66;68;76,24,411,320,320,144,267,True,True,0.251557576597557,0.0132254087498574,True,2.8816033239099883
assist_17,same_query_concept,49,0;2;4;5;7;10;12;13;14;20;26;32;33;34;36;45;49;50;56;57;58;59;63;64;68,25,151,151,98,75,76,True,True,0.3281999791962078,0.0221297581425838,True,2.876230996780002
assist_17,same_query_concept,42,0;2;4;5;7;10;11;13;14;20;24;26;32;33;36;37;38;40;42;44;45;57;59;60;62;82;84,27,513,320,381,312,201,True,True,0.2148039813360621,0.01563968610978,True,2.87190478663584
assist_17,same_query_concept,43,0;4;5;7;10;11;13;14;20;24;26;32;33;36;43;44;45;56;57;58;59;63;64;68;69,25,439,320,327,196,243,True,True,0.2072398630127609,0.0149554448360013,True,2.8463630031951808
assist_17,same_query_concept,54,0;2;4;5;7;10;11;13;14;20;24;26;32;33;34;36;37;38;44;45;54;57;59;62;68,25,211,211,167,100,111,True,True,0.2521400326218659,0.018396807657234,True,2.838123661191128
assist_17,same_query_concept,2,2;4;7;10;11;12;13;14;20;23;24;25;32;35;38;44;45;46;53;56;57;58;63;68;83;85;99,27,38,38,38,20,18,True,True,0.3438377856520803,0.0289027365470162,True,2.82580489645311
assist_17,same_query_concept,8,2;4;5;7;8;10;11;12;13;14;20;26;29;32;33;34;36;37;38;44;45;57;58;59;62;68,26,333,320,292,116,217,True,True,0.2115664820042956,0.0109166041966193,True,2.8232501596924795
assist_17,same_query_concept,31,0;2;4;5;7;10;11;12;13;14;20;26;31;32;33;36;37;38;44;57;58;59;60;68,24,168,168,161,86,82,True,True,0.2447233236768218,0.015814689595181,True,2.8167417155807843
assist_17,same_query_concept,12,0;2;4;5;7;10;11;12;13;14;20;24;25;26;32;33;34;36;38;44;45;57;58;59;68,25,621,320,451,175,446,True,True,0.1460099050279008,0.0078262242520396,True,2.7886830200192825
assist_17,same_query_concept,48,2;4;5;7;10;11;13;14;20;24;26;32;33;36;37;38;39;44;45;46;48;51;57;58;59;63,26,119,119,110,67,52,True,True,0.2251574416735797,0.0187970940159758,True,2.7712988378687164
assist_17,same_query_concept,25,0;2;4;5;6;7;10;12;13;14;20;24;25;32;33;36;44;45;51;57;58;59;62;68;69,25,212,212,200,65,147,True,True,0.1918102681420512,0.011554570400133,True,2.768359040548491
assist_17,same_query_concept,6,2;4;5;6;7;10;11;12;13;14;20;24;26;32;34;36;44;45;46;57;58;59;63;68;94,25,199,199,181,98,101,True,True,0.1539434043576041,0.0119801692854127,True,2.7222647502069344
assist_17,same_query_concept,70,0;2;4;5;7;12;13;14;20;26;32;33;34;36;44;46;50;56;57;58;59;62;63;64;68;70,26,286,286,211,108,178,True,True,0.1003072946511998,0.0064122153529127,True,2.661614783530052
assist_17,same_query_concept,40,2;4;5;7;10;11;12;14;20;24;26;32;33;36;37;38;40;42;44;45;57;58;59;63;65;85,26,176,176,164,84,92,True,True,0.1022569428743694,0.0026327892901257,True,2.62338264742493
assist_17,same_query_concept,73,0;2;4;5;7;10;11;13;14;20;24;26;32;33;34;36;38;44;45;57;58;59;60;68;73,25,63,63,63,43,20,True,True,0.1557100938966634,0.0080222012358033,True,2.603687207175844
assist_17,same_query_concept,55,0;2;4;5;7;10;11;13;14;20;24;26;32;33;34;36;37;43;44;45;55;57;59;60;68,25,121,121,101,82,39,True,True,0.1079777106358387,0.0068386685263667,True,2.597829666069733
assist_17,same_query_concept,80,0;2;4;5;7;10;11;13;14;20;26;32;33;34;36;38;44;45;46;57;58;59;60;68;80,25,51,51,50,40,11,True,True,0.1429454320155248,0.0072072395535498,True,2.564956953502157
assist_17,same_query_concept,87,0;2;4;5;7;10;13;14;20;25;26;29;32;33;36;44;46;51;53;57;58;59;68;74;87,25,275,275,244,103,172,True,True,0.0774230585713323,0.0023521233229041,False,2.6369573729174216
assist_17,same_query_concept,76,0;2;4;5;7;10;11;13;14;20;24;26;32;33;35;36;43;50;57;58;59;66;67;68;76,25,288,288,193,153,135,True,True,0.0418633690976517,0.0021429892158332,False,2.5772211418673177
assist_17,same_query_concept,85,0;2;3;4;5;7;10;11;12;13;14;20;24;32;33;36;38;40;44;46;51;56;57;58;59;63;71;85,28,86,86,81,37,49,True,True,0.0881893504137825,0.0070171922970011,False,2.5569300443282126
assist_17,same_query_concept,94,0;4;5;6;7;10;11;13;14;20;26;32;33;34;36;45;51;57;58;59;62;63;64;68;71;94,26,101,101,95,26,75,True,True,0.0711373607531641,0.0043665348546139,False,2.545038319318403
assist_17,same_query_concept,52,0;2;4;5;7;10;11;13;14;20;26;32;33;34;36;37;38;44;45;46;52;57;58;59;62;68,26,173,173,147,63,110,True,True,0.0292152867093097,0.0023201285658174,False,2.538217028348991
assist_17,same_query_concept,72,0;2;4;5;7;10;13;14;20;24;26;32;33;36;44;45;50;56;57;58;59;60;62;68;72,25,136,136,121,60,76,True,True,0.0350207438378792,0.0018119666056705,False,2.522670714733888
assist_17,same_query_concept,27,0;2;4;5;7;10;11;13;14;20;26;27;28;32;33;34;36;37;38;44;45;51;57;58;59,25,130,130,125,71,59,True,True,0.0160304649987511,0.0004030242260665,False,2.501270752598165
assist_17,same_query_concept,92,0;2;5;7;10;11;12;13;14;20;24;26;32;33;36;37;38;44;46;57;58;59;62;65;79;92,26,73,73,73,11,62,True,True,0.0216818645006328,0.0009076387281769,False,2.455718928733758
assist_17,same_query_concept,91,0;2;4;5;7;10;11;12;13;14;20;24;32;33;34;36;37;38;45;57;58;59;62;65;91,25,76,76,76,41,35,True,True,0.0151863200212171,0.000962757134219,False,2.4534178907434616
assist_17,same_query_concept,90,0;2;4;5;7;10;11;13;14;24;26;32;33;34;36;37;38;45;51;57;58;59;62;65;90,25,63,63,63,9,54,True,True,0.0184198674917832,0.0006620482639707,False,2.4369563688836338
assist_17,same_query_concept,75,0;2;4;5;7;10;11;13;14;20;32;33;34;36;44;46;51;56;57;58;59;60;63;68;75,25,79,79,66,28,51,True,True,0.007609039115149,0.0003776983977244,False,2.4295890946451437
assist_17,same_query_concept,82,0;2;4;5;7;10;11;13;14;20;26;32;33;34;36;42;44;45;53;57;58;59;62;68;71;82,26,34,34,34,16,18,True,True,0.0262266431949751,0.0016287754386768,False,2.388276551098624
assist_17,same_query_concept,77,0;2;4;5;7;10;11;13;14;20;26;32;33;34;36;44;45;53;56;57;58;59;63;68;77,25,30,30,30,17,13,True,True,0.0109710218559902,0.0006072773195519,False,2.3567988515827127
