dataset,variant,source_variant,pairs,weight_sum,hit@5,hit@10,ndcg@10,mrr,train_only_crg_check_passed
assist_12_clean15_item50,fused_CRG,A_fused_prior,367593,257409.02999999985,0.3521770390106363,0.4908283520589781,0.2901817532611723,0.2494399742483121,True
assist_12_clean15_item50,item_only,A_item_only,367593,257409.02999999985,0.0163418509443899,0.0212958341049651,0.0116202805688095,0.0251862201530576,True
assist_12_clean15_item50,seq_only,A_seq_only,367593,257409.02999999985,0.3521770390106363,0.4908283520589781,0.2901817532611723,0.2494399742483121,True
assist_12_clean15_item50,support_uniform,A_support_uniform,367593,257409.02999999985,0.0283864944442703,0.0667048859940927,0.030812582297843,0.0409831703372006,True
assist_12_clean15_item50,degree_random,A_degree_random,367593,257409.02999999985,0.0165411446521514,0.0342431265911689,0.0160427698902666,0.0275585833415463,True
assist_12_clean15_item50,random,A_uniform_offdiag,367593,257409.02999999985,0.0171940355006193,0.0213121117001994,0.011675673493634,0.0253266130389186,True
assist_12_clean15_item50,self_only,A_self_only,367593,257409.02999999985,0.0098545493916821,0.0205879723799899,0.0089168902459324,0.0217478242920211,True
