variant,pairs,weight_sum,mrr,hit@5,ndcg@5,hit@10,ndcg@10
A_fused_prior,261932,192329.63000000006,0.15909619104554482,0.23092453305296737,0.14450812399658292,0.36492198315984875,0.18750604964723147
A_item_only,261932,192329.63000000006,0.08349256815584265,0.09329269754223513,0.06265784879847343,0.16357895556706475,0.0851522982129691
A_seq_only,261932,192329.63000000006,0.1698737236112195,0.23296353245207194,0.15324375106636468,0.3673130343982878,0.1963662548598027
A_support_uniform,261932,192329.63000000006,0.06004543961509007,0.049460761714146685,0.03150794348486996,0.13453236508592042,0.05867094010773347
A_degree_random,261932,192329.63000000006,0.0575592350698083,0.054527999663910316,0.03267046468617467,0.1357733075241708,0.05852623989572985
A_uniform_offdiag,261932,192329.63000000006,0.058898716201411905,0.04856220021844787,0.03103302662883863,0.13209613100175982,0.05771988086855151
A_self_only,261932,192329.63000000006,0.04613730833267979,0.04184477451550235,0.020310197994771507,0.11237972017104171,0.04285191263188933
