dataset,variant,source_variant,pairs,weight_sum,hit@5,hit@10,ndcg@10,mrr,train_only_crg_check_passed
assist_09,fused_CRG,A_fused_prior,261932,192329.6300000001,0.2309245330529673,0.3649219831598487,0.1875060496472314,0.1590961910455448,True
assist_09,item_only,A_item_only,261932,192329.6300000001,0.0932926975422351,0.1635789555670647,0.0851522982129691,0.0834925681558426,True
assist_09,seq_only,A_seq_only,261932,192329.6300000001,0.2329635324520719,0.3673130343982878,0.1963662548598027,0.1698737236112195,True
assist_09,support_uniform,A_support_uniform,261932,192329.6300000001,0.0494607617141466,0.1345323650859204,0.0586709401077334,0.06004543961509,True
assist_09,degree_random,A_degree_random,261932,192329.6300000001,0.0545279996639103,0.1357733075241708,0.0585262398957298,0.0575592350698083,True
assist_09,random,A_uniform_offdiag,261932,192329.6300000001,0.0485622002184478,0.1320961310017598,0.0577198808685515,0.0588987162014119,True
assist_09,self_only,A_self_only,261932,192329.6300000001,0.0418447745155023,0.1123797201710417,0.0428519126318893,0.0461373083326797,True
